"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://sunrisehouse.com/cocaine-addiction-treatment/how-made/","text/html; charset=utf-8","200","OK","Indexable","","What's in Cocaine? - How Cocaine Is made, from plant to illegal product","71","632","Cocaine is a highly addictive and illegal stimulant that is made from the leaves of the coca plant, which is native to South America.","133","796","","0","What’s In Cocaine?","18","What is Cocaine?","16","How Is Cocaine Made?","20","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/cocaine-addiction-treatment/how-made/","","","","","","359992","957","3.356","0","","8","7","0","8.430","220","71","0","21","14","0","","","","","534ab69f6fffae50578eae52df9e1552","0.290","","","","","1.1","https://sunrisehouse.com/cocaine-addiction-treatment/how-made/","2022-09-04 07:21:20"
"https://sunrisehouse.com/club-drugs/","text/html; charset=utf-8","200","OK","Indexable","","What Substances Are Considered Club Drugs? | Sunrise House","58","553","Information on Ecstasy, LSD, Ketamine, Meth, and Xanax. Click for everything you need to know about the substances that are commonly referred to as party drugs.","160","1012","","0","What Substances Are Considered Club Drugs?","42","Who Uses Club Drugs?","20","Where Do Club Drugs Come From?","30","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/club-drugs/","","","","","","359482","1961","5.056","0","","255","83","0","100.000","237","77","0","24","17","0","","","","","6c10b68f2eaa11777c6dda06eb24eb16","0.340","","","","","1.1","https://sunrisehouse.com/club-drugs/","2022-09-04 07:21:20"
"https://sunrisehouse.com/cocaine-addiction-treatment/","text/html; charset=utf-8","200","OK","Indexable","","Cocaine Addiction: Effects, Withdrawal, and Treatment | Sunrise House","69","630","Learn about cocaine addiction, signs of cocaine misuse, and how to get help for cocaine use. Explore treatment options at Sunrise House.","136","846","","0","Cocaine Addiction: Health Risks, Signs, and Treatment","53","What Is Cocaine?","16","Risk Factors for Cocaine Addiction","34","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/cocaine-addiction-treatment/","","","","","","319639","1171","4.260","0","","427","83","0","100.000","200","75","0","15","10","0","","","","","7a4607f7377f0ece1f372e2386f76aa0","0.451","","","","","1.1","https://sunrisehouse.com/cocaine-addiction-treatment/","2022-09-04 07:21:20"
"https://sunrisehouse.com/cause-effect/drug-addiction-abuse/","text/html; charset=utf-8","200","OK","Indexable","","The Difference Between Drug & Alcohol Abuse vs Addiction | Sunrise House","72","669","Is there a difference between drug addiction and drug abuse? Learn more about drug abuse versus addiction as well as treatment options here.","140","882","","0","Drug or Alcohol Addiction vs Misuse","35","What’s the Difference Between Substance Abuse and Addiction?","60","Signs of Substance Misuse","25","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/cause-effect/drug-addiction-abuse/","","","","","","379250","1144","3.530","0","","254","83","0","100.000","231","79","0","17","10","0","","","","","e9729d17cffe36119677096f7987351","0.351","","","","","1.1","https://sunrisehouse.com/cause-effect/drug-addiction-abuse/","2022-09-04 07:21:20"
"https://sunrisehouse.com/cause-effect/","text/html; charset=utf-8","200","OK","Indexable","","The Cause & Effect of Substance Abuse & Mental Health Issues","60","563","Information on the causes and effects of substance abuse and mental health disorders. Be able to understand negative impact they can have on someones life.","155","982","","0","Substance Abuse and Mental Health Issues: The Cause & Effect","60","What Are the Symptoms or Effects of Substance Abuse?","52","What Are the Signs and Symptoms of General Drug Abuse?","54","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/cause-effect/","","","","","","409904","4401","8.016","0","","14","3","0","3.610","241","80","0","62","47","0","","","","","124e33c4c00e932e132a665b432db6e4","0.351","","","","","1.1","https://sunrisehouse.com/cause-effect/","2022-09-04 07:21:20"
"https://sunrisehouse.com/brand-promise-details/","text/html; charset=utf-8","200","OK","Indexable","","90 Day Brand Promise | Sunrise House","36","341","Quick facts about American Addiction centers brand promise details. Info on how to apply for treatment, our treatment centers, the expenses and fees, and more.","159","993","","0","90 Day Brand Promise","20","What Is the 90-Day Promise?","27","Frequently Asked Questions","26","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/brand-promise-details/","","","","","","254700","1157","5.275","0","","362","83","0","100.000","196","57","0","15","10","0","","","","","480c7b0440b3967c1b04dde2a6495359","0.335","","","","","1.1","https://sunrisehouse.com/brand-promise-details/","2022-09-04 07:21:21"
"https://sunrisehouse.com/anxiety-disorder-treatment/antidepressants-benzodiazepines/","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","0","","1","1","0","1.200","0","0","0","0","0","0","","","","","","0.148","","https://sunrisehouse.com/co-occurring-disorders/depression/antidepressants/","HTTP Redirect","","1.1","https://sunrisehouse.com/anxiety-disorder-treatment/antidepressants-benzodiazepines/","2022-09-04 07:21:21"
"https://sunrisehouse.com/benzodiazepines/diazepam-valium/","text/html; charset=utf-8","200","OK","Indexable","","How to Treat an Addiction to Diazepam (Valium) | Sunrise House","62","576","Everything you need to know on how to treat a valium/diazepam addiction. Follow this 13 step guide on what to do if you or a loved one is addicted to valium.","157","968","","0","How to Treat an Addiction to Diazepam (Valium)","46","Treating a Valium Addiction","27","Step 1: Engage in intake and stabilization","42","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/benzodiazepines/diazepam-valium/","","","","","","363454","1628","4.564","0","","5","4","0","4.820","225","75","0","22","14","0","","","","","62ac3da4096a504b3d66d8898fc821fc","0.227","","","","","1.1","https://sunrisehouse.com/benzodiazepines/diazepam-valium/","2022-09-04 07:21:21"
"https://sunrisehouse.com/blog/coronavirus-notice/","text/html; charset=utf-8","200","OK","Indexable","","We’re Open & Committed to Addiction Treatment During Coronavirus | Sunrise House","80","757","","0","0","","0","We’re Open & Committed to Addiction Treatment During Coronavirus","64","Overview of Our Approach","24"," Sunrise House Treatment Center Services Update:","48","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/blog/coronavirus-notice/","","","","","","360683","1996","5.126","0","","88","83","0","100.000","223","73","0","22","15","0","","","","","23f719c21128298f8d17ae3a83d109f7","0.328","","","","","1.1","https://sunrisehouse.com/blog/coronavirus-notice/","2022-09-04 07:21:21"
"https://sunrisehouse.com/barbiturates/","text/html; charset=utf-8","200","OK","Indexable","","What Prescription Barbiturates Get Abused? | Sunrise House","58","537","Learn which prescription barbiturates are abused and why. Get a complete list of the different types of barbiturates and information on how they are used and abused.","165","1028","","0","What Prescription Barbiturates Get Abused?","42","What is Phenobarbital?","22","What is Amobarbital (Amytal)?","29","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/barbiturates/","","","","","","345614","1667","4.823","0","","256","83","0","100.000","225","74","0","25","18","0","","","","","895ed9750ebafdbd9bae2147ef839535","0.285","","","","","1.1","https://sunrisehouse.com/barbiturates/","2022-09-04 07:21:21"
"https://sunrisehouse.com/addiction-treatment-new-jersey/short-term-rehab/)","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","0","","1","1","0","1.200","0","0","0","0","0","0","","","","","","0.136","","https://sunrisehouse.com/addiction-treatment-new-jersey/short-term-rehab/)/","HTTP Redirect","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/short-term-rehab/)","2022-09-04 07:21:21"
"https://sunrisehouse.com/addiction-treatment/","text/html; charset=utf-8","200","OK","Indexable","","How to Treat Drug & Alcohol Addiction: Rehab Overview | Sunrise House","69","638","Learn about the different ways drug or alcohol addiction can be treated and what to expect from participating in rehab.","119","734","","0","Addiction Treatment: What It Is & How It Works","46","Can You Treat Drug or Alcohol Addiction?","40","How Can You Treat Drug or Alcohol Addiction?","44","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment/","","","","","","372488","1673","4.596","0","","265","83","0","100.000","228","75","0","18","11","0","","","","","599f0bdaff2c08bd1650bd2b147bab34","0.278","","","","","1.1","https://sunrisehouse.com/addiction-treatment/","2022-09-04 07:21:21"
"https://sunrisehouse.com/addiction-treatment/pros-cons-inpatient-outpatient/","text/html; charset=utf-8","200","OK","Indexable","","Pros & Cons of Inpatient vs Outpatient Addiction Rehab | Sunrise House","70","634","Learn the differences between inpatient and outpatient treatment options. Info on the ideal client, types of treatment programs, and cost for both types.","153","936","","0","Inpatient vs. Outpatient Addiction Treatment: Pros & Cons","57","Who Should Consider Inpatient Addiction Treatment?","50","Who Should Consider Outpatient Addiction Treatment?","51","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment/pros-cons-inpatient-outpatient/","","","","","","373335","1613","4.404","0","","6","6","0","7.230","226","78","0","23","16","0","","","","","714b83b5669ed4d15112fa3273492318","0.442","","","","","1.1","https://sunrisehouse.com/addiction-treatment/pros-cons-inpatient-outpatient/","2022-09-04 07:21:21"
"https://sunrisehouse.com/addiction-treatment-new-jersey/specialized-treatment/","text/html; charset=utf-8","200","OK","Indexable","","Specialized Drug & Alcohol Rehab Programs in NJ | Sunrise House","63","586","Learn about the specialized treatment programs for: young adults, LGBTQ patients, trauma and gender-specific programming offered at Sunrise House.","146","936","","0","Specialized Addiction Treatment Programs","40","Addiction Treatment Program for Young Adults","44","Substance Abuse Treatment Plans for LGBTQ+ Patients","51","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/specialized-treatment/","","","","","","291237","497","3.236","0","","270","83","0","100.000","197","57","0","15","10","0","","","","","dfd21658b6e73da1936449f4436bc890","0.258","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/specialized-treatment/","2022-09-04 07:21:21"
"https://sunrisehouse.com/addiction-treatment-new-jersey/therapy-types/","text/html; charset=utf-8","200","OK","Indexable","","Types of Therapies Used in Addiction & Rehab | Sunrise House","60","552","Learn about the different types of therapy used in addiction treatment at our New Jersey rehab center.","102","632","","0","Different Addiction Therapies in Rehab at Sunrise House","55","Types of Therapy at Our Addiction Treatment Facility in New Jersey","66","More Addiction Treatment Therapies Used in Rehab","48","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/therapy-types/","","","","","","303117","721","3.569","0","","280","83","0","100.000","203","57","0","15","10","0","","","","","9b1ec2212cb770e3e0141be05568b139","0.338","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/therapy-types/","2022-09-04 07:21:21"
"https://sunrisehouse.com/addiction-treatment-new-jersey/short-term-rehab/","text/html; charset=utf-8","200","OK","Indexable","","Weekend, 5–10 Day Detox, & Short-Term Addiction Rehab | Sunrise House","69","655","Learn more about short-term rehab: the admissions process, detox, payment options, and what to expect after treatment.","118","750","","0","Short-Term Detox & Addiction Treatment in New Jersey","52","What Is Short-Term Rehab?","25","Will Health Insurance Cover Short-Term Inpatient Rehab & Detox?","63","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/short-term-rehab/","","","","","","418693","1138","3.268","0","","11","10","0","12.050","235","72","0","18","11","0","","","","","affdb3d21a6f1856e3f217bfa2af4efd","0.296","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/short-term-rehab/","2022-09-04 07:21:21"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/uhc-optum/","text/html; charset=utf-8","200","OK","Indexable","","Using UHC & Optum for Drug & Alcohol Rehab | Sunrise House","58","548","How to access UnitedHealthcare and Optum drug rehab coverage and the different types of addiction treatment they may cover.","123","792","","0","Addiction Treatment Covered by UnitedHealthcare and Optum","57","Do UHC and Optum Cover Substance Abuse Treatment?","49","How to Use UHC and Optum Insurance to Pay for Rehab in New Jersey","65","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/uhc-optum/","","","","","","302815","901","3.969","0","","38","35","0","42.170","195","68","0","16","11","0","","","","","e4f32fb23f7b126ca185eb6137832b37","0.337","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/uhc-optum/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/salute-to-recovery/","text/html; charset=utf-8","200","OK","Indexable","","Drug & Alcohol Rehab for Veterans & First Responders | Sunrise House","68","623","Sunrise House's Salute to Recovery program provides substance use and mental health disorder treatment for veterans and first responders.","137","866","","0","Veteran & First Responder Rehab Program","39","Veteran Addiction Treatment Overview","36","Military and First Responders","29","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/salute-to-recovery/","","","","","","379680","872","3.094","0","","269","83","0","100.000","197","57","0","17","10","0","","","","","13a214d2d7ae77ea976b471f42f7e55a","0.390","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/salute-to-recovery/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/emblem-health/","text/html; charset=utf-8","200","OK","Indexable","","EmblemHealth for Drug & Alcohol Rehab | Sunrise House","53","503","An overview of some addiction treatments that EmblemHealth may cover and what to expect when using your health insurance to pay for rehab.","138","890","","0","Addiction Treatment Covered by EmblemHealth Insurance","53","Does EmblemHealth Cover Drug & Alcohol Rehab?","45","Using EmblemHealth for Rehab","28","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/emblem-health/","","","","","","302852","992","4.156","0","","39","36","0","43.370","195","68","0","15","10","0","","","","","21c1af3b2b8c910bb4e580499c564917","0.300","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/emblem-health/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/humana/","text/html; charset=utf-8","200","OK","Indexable","","Humana for Drug & Alcohol Rehab | Sunrise House Treatment Center","64","611","Humana plans are available in New Jersey and nearby areas. Find information on how to use your Humana plan to pay for rehab.","124","796","","0","Addiction Treatment in New Jersey Covered by Humana Insurance","61","Does Humana Cover Drug & Alcohol Rehab?","39","How to Use Humana to Cover Addiction Treatment at Sunrise House","63","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/humana/","","","","","","308054","1056","4.185","0","","40","37","0","44.580","196","67","0","15","10","0","","","","","9ee9cb84c954f8e461f86c5c98f3b561","0.325","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/humana/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","0","","2","2","0","2.410","0","0","0","0","0","0","","","","","","0.152","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/","HTTP Redirect","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/cigna/","text/html; charset=utf-8","200","OK","Indexable","","Addiction Rehab with Cigna Insurance | Sunrise House Treatment Center","69","645","","0","0","","0","Using Cigna Insurance to Cover Drug & Alcohol Rehab","51","Cigna Insurance Coverage for Substance Abuse Treatment","54","Using Cigna Insurance to Pay for Rehab","38","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/cigna/","","","","","","293574","881","4.038","0","","39","36","0","43.370","194","67","0","15","10","0","","","","","8cdc96b2b2f1bc60306d882cb80e1dfc","0.355","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/cigna/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","0","","1","1","0","1.200","0","0","0","0","0","0","","","","","","0.149","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/","HTTP Redirect","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/bcbs/","text/html; charset=utf-8","200","OK","Indexable","","BCBS for Drug & Alcohol Rehab | Sunrise House Treatment Center","62","584","Addiction treatments that may be covered by Blue Cross Blue Shield and what to expect when using health insurance to pay for rehab.","131","825","","0","Addiction Treatment Covered by Blue Cross Blue Shield","53","Does Blue Cross Blue Shield Cover Drug & Alcohol Rehab?","55","How to Use BCBS to Cover Substance Abuse Treatment","50","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/bcbs/","","","","","","305868","1300","4.713","0","","39","36","0","43.370","196","68","0","15","10","0","","","","","2fe27e956423bf9f6f419bedd804ed6c","0.347","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/bcbs/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/","text/html; charset=utf-8","200","OK","Indexable","","How to Use Insurance to Help Pay for Rehab | Sunrise House","58","536","Most health insurance plans are required to a co-pay for treatment services, such as behavioral interventions, inpatient services, & substance use disorder.","156","949","","0","How to Use Insurance to Help Pay for Rehab","42","Does Health Insurance Cover Addiction Treatment?","48","How to Use Insurance for Addiction Treatment","44","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/","","","","","","304519","1133","4.275","0","","821","83","0","100.000","184","60","0","17","12","0","","","","","f50351dfa6cf9df577e4c23de708a31d","0.285","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/","text/html; charset=utf-8","200","OK","Indexable","","Payment Options for Drug Abuse Programs in New Jersey","53","515","Worried about how to pay for drug abuse programs? We have options for everyone. Find out how we can help you! Help available 24/7 call now (973) 862-4820","153","980","","0","How to Pay for Addiction Rehab","30","Recovery is an Investment in the Future","39","Costs & Paying for Treatment","28","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/","","","","","","345595","687","3.058","0","","203","83","0","100.000","192","59","0","20","10","0","","","","","84d782ac25980b4608eb163f833aaa1e","0.335","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/medical-detox","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","0","","1","1","0","1.200","0","0","0","0","0","0","","","","","","0.293","","https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/medical-detox/","HTTP Redirect","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/medical-detox","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/aetna/","text/html; charset=utf-8","200","OK","Indexable","","Using Aetna for Drug & Alcohol Rehab | Sunrise House Treatment Center","69","643","","0","0","","0","Addiction Treatment in the Northeast Covered by Aetna Insurance","63","Does Aetna Cover Drug & Alcohol Rehab?","38","How to Use Aetna to Pay for Addiction Treatment at Sunrise House","64","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/aetna/","","","","","","381219","1202","3.594","0","","39","37","0","44.580","219","68","0","19","12","0","","","","","8df6229ef54148a92060a597fcc4b956","0.524","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/payment-options/insurance/aetna/","2022-09-04 07:21:22"
"https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/inpatient/","text/html; charset=utf-8","200","OK","Indexable","","Inpatient Addiction Treatment: What to Expect in Rehab | Sunrise House","70","639","Learn all about inpatient residential rehab and what this level of care entails at Sunrise House Treatment Center.","114","689","","0","Inpatient Rehab for Alcoholism & Drug Abuse","43","About The Inpatient Treatment Program at Sunrise House","54","How Does Inpatient Addiction Treatment Work?","44","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/inpatient/","","","","","","391636","1667","4.297","0","","261","83","0","100.000","219","67","0","17","10","0","","","","","1eb7dc088f02fdae581b6c8b0b8da1c7","0.294","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/inpatient/","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/medical-detox/","text/html; charset=utf-8","200","OK","Indexable","","Medical Detox New Jersey | What to Expect | Sunrise House","57","530","Alcohol & Drug Detox, find out if the medical detox program at Sunrise House Treatment Center in New Jersey is right for you or your loved one.","143","878","","0","NJ Medical Drug & Alcohol Detox","31","New Jersey Medical Detox Program at Sunrise House","49","What Is Medical Detox for Drugs and Alcohol?","44","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/medical-detox/","","","","","","369013","1718","4.618","0","","257","83","0","100.000","215","69","0","17","10","0","","","","","226481ba3ad5c7017789cd88e9baa26f","0.519","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/medical-detox/","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/","text/html; charset=utf-8","200","OK","Indexable","","Levels of Addiction Treatment & Rehab | New Jersey | Sunrise House","66","611","Not all treatment is equal. We fully assess each person's need to provide the right level of care. Get Help Today! Help available 24/7 for drug rehab & treatment programs call now (973) 862-4820.","195","1192","","0","Rehab Types Available at Sunrise House","38","Sunrise House Treatment Center","30","What Level of Addiction Treatment is Right for You?","51","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/","","","","","","429532","1258","3.352","0","","297","83","0","100.000","224","62","0","20","10","0","","","","","af6c3988d83b380b90ab28e340bdbde0","0.368","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/levels-of-care/","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/history/","text/html; charset=utf-8","200","OK","Indexable","","Sunrise House: A True Sanctuary | Sunrise House","47","436","Many have walked the serene courtyards at Sunrise House and found peace with their addiction struggle. Learn of the story of this special place of healing.","155","953","","0","Sunrise House: A True Sanctuary","31","The History of Sunrise House","28","Continued Dedication to Healing","31","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/history/","","","","","","378004","845","3.036","0","","172","83","0","100.000","220","71","0","17","10","0","","","","","751a04c7a5605d065a248a13e5d76a7e","0.304","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/history/","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/facility/","text/html; charset=utf-8","200","OK","Indexable","","Photos & Virtual Tour of Sunrise House in NJ","44","398","Set in the beautiful landscape of Layfayette, New Jersey, Sunrise House provides many features and amentities to compliment your recovery.","138","868","","0","Look Inside Sunrise House - Inpatient Rehab Photos & Amenities","62","Facility Features & Amenities","29","Learn More about Sunrise House","30","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/facility/","","","","","","445869","559","2.269","0","","292","83","0","100.000","189","57","0","21","11","0","","","","","b01e299151cecd1ab8a03cf9ca878842","0.446","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/facility/","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/aftercare/","text/html; charset=utf-8","200","OK","Indexable","","What Happens After Rehab? Treatment Aftercare & Alumni Programs","63","618","Our purpose and passion is to empower the individual, family, and community through promotion of optimal wellness of the mind, body, and spirit. Help available 24/7 for drug rehab & treatment programs call now (973) 862-4820","224","1408","","0","Aftercare & Alumni Program","26","What Happens After Rehab?","25","Our Alumni Program","18","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/aftercare/","","","","","","292111","679","3.562","0","","371","83","0","100.000","193","61","0","17","12","0","","","","","c9f8d6892e713993f04072f4f394a210","0.319","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/aftercare/","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/aftercare/sober-living/","text/html; charset=utf-8","200","OK","Indexable","","Coming Soon - Sober Living in Franklin | Sunrise House","54","486","After finishing treatment, you may not be ready to return to your day-to-day life. Resolutions Franklin, a sober living facility, may be the best next step.","156","918","","0","Coming Soon – Sober Living in Franklin","38","Our Resolutions Franklin Sober Living facility is not open yet. We will be opening soon. We are getting everything ready to best serve you. We have other options in our network and are happy to recommend sober living communities across the country. Please talk to your counselors to help include sober living as part of your aftercare plan.","340","Is Sober Living Right for Me?","29","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/aftercare/sober-living/","","","","","","264830","969","4.594","0","","5","4","0","4.820","198","58","0","15","10","0","","","","","3052d78b466c41d73304ca4ee7a04aa6","0.443","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/aftercare/sober-living/","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/after-rehab/","text/html; charset=utf-8","200","OK","Indexable","","After Rehab | Sunrise House","27","250","You can expect quality addiction treatment and aftercare from Sunrise House Treatment Center in New Jersey. See what we offer here.","131","830","","0","After Rehab","11","Aftercare","9","Alumni Program","14","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/after-rehab/","","","","","","359807","287","2.274","0","","260","83","0","100.000","185","57","0","17","10","0","","","","","56ed0826b1b239d1beeae6e46884a03","0.350","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/after-rehab/","2022-09-04 07:21:23"
